Unnamed: 0,0,1,2
2012-08-01,-117.60038061931363,-23.479939534394774,-13.410730746885651
2012-09-01,-117.5980651175443,-23.51647202327486,-12.47164109721403
2012-10-01,-117.60281416261499,-23.50546434647553,-11.487690504738199
2012-11-01,-117.60406176531068,-23.572758979103526,-10.511450587050255
2012-12-01,-117.59889176072797,-23.621302911533977,-9.656113051852257
2013-01-01,-117.59933046312754,-23.58696227734664,-10.000181422555091
2013-02-01,-117.58410312247216,-23.562301336816937,-10.32766789001197
2013-03-01,-117.59040910765805,-23.458486333809418,-10.51775020345478
2013-04-01,-117.5908550557553,-23.42912467210154,-10.477974867909577
2013-05-01,-117.58984719953415,-23.433022853856183,-10.587868554679973
2013-06-01,-117.57571622025928,-23.413930343790003,-10.72094240366811
2013-07-01,-117.5662389039934,-23.344370509861868,-11.045122844247535
2013-08-01,-117.55674185528176,-23.247717568546868,-11.294932236220369
2013-09-01,-117.5478414405348,-23.219966254132448,-11.585389823309173
2013-10-01,-117.54080515623374,-23.12862964932581,-11.955184503445617
2013-11-01,-117.53798039723246,-23.103937653776608,-12.297702933559473
2013-12-01,-117.53119614850277,-23.076742704869382,-12.508336735049834
2014-01-01,-117.53151970801993,-22.989627779873008,-12.683990883251594
2014-02-01,-117.52009548741577,-22.96529328937807,-12.805830805244755
2014-03-01,-117.51774052183893,-22.862399493863922,-13.022551916222339
2014-04-01,-117.51176661098137,-22.856589327925104,-12.975080875014383
2014-05-01,-117.50279165731796,-22.793411782856015,-12.986002872881352
2014-06-01,-117.4925259711251,-22.775619063439557,-12.907230786032342
2014-07-01,-117.48949927638301,-22.726568084891028,-12.950876351018223
2014-08-01,-117.49121868624898,-22.689846755643273,-13.027389174393416
2014-09-01,-117.47955799858619,-22.6265967113579,-13.078973066997069
2014-10-01,-117.47904185793209,-22.605260535108485,-13.201635289002937
2014-11-01,-117.4740238531996,-22.574619132176846,-13.241418748155901
2014-12-01,-117.46444316542078,-22.5134680265899,-13.407824564283317
2015-01-01,-117.46568910554501,-22.473791889802357,-13.37320322776332
2015-02-01,-117.46156700525601,-22.47527194857566,-13.389270404253123
2015-03-01,-117.46394006641445,-22.42459952044614,-13.407249749794016
2015-04-01,-117.45701724147143,-22.40712956756313,-13.304689607747983
2015-05-01,-117.4475873265441,-22.35798319159397,-13.299465196341378
2015-06-01,-117.43755780951385,-22.380607556553734,-13.183942421030855
2015-07-01,-117.43899478870995,-22.355918355641236,-13.177090547264665
2015-08-01,-117.4466241874189,-22.335690884363327,-13.139917494413725
2015-09-01,-117.44553016813931,-22.328449396497206,-13.256377078187185
2015-10-01,-117.44493135465416,-22.30269206549368,-13.317638760956477
2015-11-01,-117.44557860171666,-22.294248231394505,-13.3965930690404
2015-12-01,-117.43951138228893,-22.289888682410364,-13.496976843296714
2016-01-01,-117.07191448296368,-23.465648144208146,-13.554935364403661
2016-02-01,-116.71742755521721,-24.63285034497193,-13.635793537596044
2016-03-01,-116.34078922152185,-25.73316959050118,-13.732836362847618
2016-04-01,-115.97304380345075,-26.91875574691747,-13.734674867939974
2016-05-01,-115.59700827318721,-28.138442055271977,-13.670759888594738
2016-06-01,-115.22874463946681,-29.391540435223614,-13.585377137004414
2016-07-01,-114.85157520115762,-30.58559127660455,-13.57637638333244
2016-08-01,-114.47721458567791,-31.752194219951487,-13.697189167355853
2016-09-01,-114.11598045107519,-32.96531700747201,-13.710307232250965
2016-10-01,-113.74528247624356,-34.18398387868508,-13.731708807498517
2016-11-01,-113.38211149570448,-35.38725975257391,-13.791327071127213
2016-12-01,-112.99612133047525,-36.54500056894677,-13.877197867343138
2017-01-01,-113.10785242037174,-36.12633801939734,-14.024145333122442
2017-02-01,-113.21664819673387,-35.766312544981936,-14.09864126963323
2017-03-01,-113.33016051710425,-35.29588261723663,-14.363635653001014
2017-04-01,-113.45005819459602,-34.951401618711856,-14.4074724338858
2017-05-01,-113.56362275906588,-34.562531779145836,-14.443714878591775
2017-06-01,-113.6714311822267,-34.20957863938539,-14.432881630917379
2017-07-01,-113.77964071491155,-33.76387058695531,-14.56114730613114
2017-08-01,-113.88579072751389,-33.32050603908686,-14.740499186321236
2017-09-01,-113.99125085016354,-32.889498321510466,-14.981597224444052
2017-10-01,-114.10801335554915,-32.505379827530405,-15.176231075342251
2017-11-01,-114.21567668950733,-32.09591546881473,-15.449401041705457
2017-12-01,-114.32453446876718,-31.6863966865307,-15.673077404018546
2018-01-01,-133.23739535463667,-33.8986654792898,-16.099266261112113
2018-02-01,-151.49530660176086,-36.18620055707876,-16.501098038073806
2018-03-01,-170.40736433077942,-38.38477758571941,-16.940123502042635
2018-04-01,-188.99773156451982,-40.60600300804213,-17.22011732824361
2018-05-01,-207.90021128533232,-42.856334878574934,-17.536173827236425
2018-06-01,-226.48673428173325,-45.09795043746046,-17.822554241662623
2018-07-01,-245.3972677346053,-47.36111795263849,-18.13630133915944
2018-08-01,-264.2959395739724,-49.55392085326054,-18.5875762967511
2018-09-01,-282.88622448116877,-51.75765121208957,-18.985072438508013
2018-10-01,-301.79547704085104,-54.001409254624086,-19.35242219551773
2018-11-01,-320.3855465564478,-56.20385681076015,-19.71400550295528
2018-12-01,-339.29010774733206,-58.45066946989683,-20.130442321869594
2019-01-01,-337.25947536794416,-45.253858710600035,-18.945262034803378
2019-02-01,-335.2434895209165,-32.91032188473811,-17.842896283014237
2019-03-01,-333.1924794024975,-19.586534129301477,-16.72873227148674
2019-04-01,-331.146882935712,-6.611240138014002,-15.577905994368708
2019-05-01,-329.1047307542093,6.611162952664518,-14.407344747656898
2019-06-01,-327.06981121271497,19.53150035424133,-13.093267260356573
2019-07-01,-325.0171833464586,32.82367444452263,-11.89742019574378
2019-08-01,-322.9676709611212,46.06668063096376,-10.725050239214774
2019-09-01,-320.9347677469425,59.04901687344725,-9.64927925547181
2019-10-01,-318.8887201147204,72.30791686821762,-8.529015454021561
2019-11-01,-316.8531192434809,85.27993122963903,-7.431347939816973
2019-12-01,-314.8000168091984,98.53490414506038,-6.35637894179388
2020-01-01,-269.06088014421886,113.16134949363257,-4.893918542403314
2020-02-01,-225.55086012606662,127.11687147859605,-3.460951764005264
2020-03-01,-179.78780064216846,141.90927898296226,-1.9271717553066727
2020-04-01,-134.74789962270808,156.56423887898416,-0.14019165119125887
2020-05-01,-88.9847862331541,171.31876664863213,1.5610694394955917
2020-06-01,-43.97760902238558,185.72666007890925,3.198304829141824
2020-07-01,1.7814896686388613,200.3749571321614,4.622403852512807
2020-08-01,47.53782824301201,215.04394539686962,5.974978763116312
2020-09-01,92.53540195277075,229.3659178660423,7.133350870803595
2020-10-01,138.27553907417285,243.95613362663863,8.504939247476745
2020-11-01,183.28754002873796,258.3583103418999,9.735628819996762
2020-12-01,229.0391208052198,273.00950865872323,10.968069688304663
2021-01-01,426.6714422838923,235.69994671945406,9.048878861905099
2021-02-01,614.1124055164423,202.01198215011556,7.427043886513193
2021-03-01,811.7397201855796,164.70481096253303,5.481679343819559
2021-04-01,1005.9849648812705,128.6355441294389,3.7473911600213192
2021-05-01,1203.6283684464163,91.4059230158823,1.8631239146457688
2021-06-01,1397.8868564955128,55.370482391694466,0.16190487456969116
2021-07-01,1595.5191287145715,18.07764957309535,-1.6774504603691032
2021-08-01,1793.1444008510844,-19.25344303639383,-3.4969611055335044
2021-09-01,1987.3745644335163,-55.31559748693175,-5.393882203979415
2021-10-01,2184.9966421957315,-92.64839127635913,-7.357117218901173
2021-11-01,2379.2494464146453,-128.70608636040663,-9.327717973022574
2021-12-01,2576.8747500811746,-166.03465977339746,-11.338751419319218
