strata,date,division,index
rural,2021-04-01 00:00:00,08,98.7
rural,2021-05-01 00:00:00,08,98.7
rural,2021-06-01 00:00:00,08,98.7
rural,2021-07-01 00:00:00,08,98.7
rural,2021-08-01 00:00:00,08,98.7
rural,2021-09-01 00:00:00,08,98.7
rural,2021-10-01 00:00:00,08,98.7
rural,2021-11-01 00:00:00,08,98.7
rural,2021-12-01 00:00:00,08,98.7
rural,2022-01-01 00:00:00,08,98.7
rural,2022-02-01 00:00:00,08,98.7
rural,2022-03-01 00:00:00,08,98.7
rural,2022-04-01 00:00:00,08,98.7
rural,2022-05-01 00:00:00,08,98.7
rural,2022-06-01 00:00:00,08,98.7
rural,2022-07-01 00:00:00,08,98.7
rural,2022-08-01 00:00:00,08,98.7
rural,2022-09-01 00:00:00,08,98.7
rural,2022-10-01 00:00:00,08,98.7
rural,2022-11-01 00:00:00,08,98.7
rural,2022-12-01 00:00:00,08,98.7
rural,2023-01-01 00:00:00,08,98.0
rural,2023-02-01 00:00:00,08,98.0
rural,2023-03-01 00:00:00,08,98.0
rural,2023-04-01 00:00:00,08,98.0
rural,2023-05-01 00:00:00,08,96.9
rural,2023-06-01 00:00:00,08,96.9
rural,2023-07-01 00:00:00,08,96.9
rural,2023-08-01 00:00:00,08,96.9
rural,2023-09-01 00:00:00,08,96.9
rural,2023-10-01 00:00:00,08,96.9
rural,2023-11-01 00:00:00,08,96.9
rural,2023-12-01 00:00:00,08,96.9
rural,2024-01-01 00:00:00,08,96.9
rural,2024-02-01 00:00:00,08,96.9
rural,2024-03-01 00:00:00,08,96.8
rural,2024-04-01 00:00:00,08,96.9
rural,2024-05-01 00:00:00,08,97.6
rural,2024-06-01 00:00:00,08,97.6
rural,2024-07-01 00:00:00,08,97.5
rural,2024-08-01 00:00:00,08,97.5
rural,2024-09-01 00:00:00,08,97.5
urban,2010-01-01 00:00:00,09,100.2
urban,2010-02-01 00:00:00,09,100.2
urban,2010-03-01 00:00:00,09,100.2
urban,2010-04-01 00:00:00,09,100.1
urban,2010-05-01 00:00:00,09,100.1
urban,2010-06-01 00:00:00,09,100.1
urban,2010-07-01 00:00:00,09,100.2
urban,2010-08-01 00:00:00,09,99.9
urban,2010-09-01 00:00:00,09,99.9
urban,2010-10-01 00:00:00,09,99.8
urban,2010-11-01 00:00:00,09,99.7
urban,2010-12-01 00:00:00,09,99.7
urban,2011-01-01 00:00:00,09,99.7
urban,2011-02-01 00:00:00,09,100.5
urban,2011-03-01 00:00:00,09,100.4
urban,2011-04-01 00:00:00,09,101.9
urban,2011-05-01 00:00:00,09,101.9
urban,2011-06-01 00:00:00,09,101.9
urban,2011-07-01 00:00:00,09,102.1
urban,2011-08-01 00:00:00,09,102.8
urban,2011-09-01 00:00:00,09,102.8
urban,2011-10-01 00:00:00,09,102.9
urban,2011-11-01 00:00:00,09,103.1
urban,2011-12-01 00:00:00,09,103.1
urban,2012-01-01 00:00:00,09,103.2
urban,2012-02-01 00:00:00,09,103.4
urban,2012-03-01 00:00:00,09,103.2
urban,2012-04-01 00:00:00,09,103.2
urban,2012-05-01 00:00:00,09,103.1
urban,2012-06-01 00:00:00,09,103.1
urban,2012-07-01 00:00:00,09,103.2
urban,2012-08-01 00:00:00,09,103.2
urban,2012-09-01 00:00:00,09,103.0
urban,2012-10-01 00:00:00,09,103.0
urban,2012-11-01 00:00:00,09,102.9
urban,2012-12-01 00:00:00,09,102.9
urban,2013-01-01 00:00:00,09,103.0
urban,2013-02-01 00:00:00,09,103.0
urban,2013-03-01 00:00:00,09,103.1
urban,2013-04-01 00:00:00,09,103.0
urban,2013-05-01 00:00:00,09,102.9
urban,2013-06-01 00:00:00,09,102.8
urban,2013-07-01 00:00:00,09,102.8
urban,2013-08-01 00:00:00,09,102.9
urban,2013-09-01 00:00:00,09,102.8
urban,2013-10-01 00:00:00,09,102.8
urban,2013-11-01 00:00:00,09,103.4
urban,2013-12-01 00:00:00,09,104.7
urban,2014-01-01 00:00:00,09,104.6
urban,2014-02-01 00:00:00,09,104.7
urban,2014-03-01 00:00:00,09,104.7
urban,2014-04-01 00:00:00,09,104.7
urban,2014-05-01 00:00:00,09,104.7
urban,2014-06-01 00:00:00,09,104.8
urban,2014-07-01 00:00:00,09,104.8
urban,2014-08-01 00:00:00,09,104.7
urban,2014-09-01 00:00:00,09,104.7
urban,2014-10-01 00:00:00,09,104.6
urban,2014-11-01 00:00:00,09,104.7
urban,2014-12-01 00:00:00,09,104.7
urban,1900-01-03 14:24:00,09,1.6
urban,1900-01-03 12:00:00,09,1.9
urban,1900-01-03 02:24:00,09,1.9
urban,1900-01-02 19:12:00,09,2.0
urban,1900-01-02 12:00:00,09,2.1
urban,1900-01-02 12:00:00,09,2.0
urban,1900-01-02 09:36:00,09,2.1
urban,1900-01-02 00:00:00,09,2.0
urban,1900-01-01 21:36:00,09,2.0
urban,,09,
urban,1900-01-01 19:12:00,09,1.7
urban,1900-01-01 19:12:00,09,1.5
urban,1900-01-01 21:36:00,09,1.4
urban,1900-01-01 21:36:00,09,1.5
urban,1900-01-01 21:36:00,09,1.7
urban,1900-01-01 21:36:00,09,1.7
urban,1900-01-01 21:36:00,09,1.5
urban,,09,
urban,,09,
urban,,09,
urban,2016-09-01 00:00:00,09,111.1
urban,2016-10-01 00:00:00,09,111.2
urban,2016-11-01 00:00:00,09,111.0
urban,2016-12-01 00:00:00,09,111.1
urban,2017-01-01 00:00:00,09,111.2
urban,2017-02-01 00:00:00,09,111.6
urban,2017-03-01 00:00:00,09,111.4
urban,2017-04-01 00:00:00,09,111.4
urban,2017-05-01 00:00:00,09,111.5
urban,2017-06-01 00:00:00,09,111.6
urban,2017-07-01 00:00:00,09,111.6
urban,2017-08-01 00:00:00,09,111.5
urban,2017-09-01 00:00:00,09,111.5
urban,2017-10-01 00:00:00,09,111.6
urban,2017-11-01 00:00:00,09,111.7
urban,2017-12-01 00:00:00,09,111.7
urban,2018-01-01 00:00:00,09,111.8
urban,2018-02-01 00:00:00,09,112.0
urban,2018-03-01 00:00:00,09,112.0
urban,2018-04-01 00:00:00,09,112.1
urban,2018-05-01 00:00:00,09,112.0
urban,2018-06-01 00:00:00,09,108.7
urban,2018-07-01 00:00:00,09,108.9
urban,2018-08-01 00:00:00,09,109.0
urban,2018-09-01 00:00:00,09,111.2
urban,2018-10-01 00:00:00,09,111.3
urban,2018-11-01 00:00:00,09,111.3
urban,2018-12-01 00:00:00,09,111.4
urban,2019-01-01 00:00:00,09,111.4
urban,2019-02-01 00:00:00,09,111.6
urban,2019-03-01 00:00:00,09,111.5
urban,2019-04-01 00:00:00,09,111.5
urban,2019-05-01 00:00:00,09,111.5
urban,2019-06-01 00:00:00,09,111.5
urban,2019-07-01 00:00:00,09,111.5
urban,2019-08-01 00:00:00,09,111.5
urban,2019-09-01 00:00:00,09,112.1
urban,2019-10-01 00:00:00,09,112.2
urban,2019-11-01 00:00:00,09,112.2
urban,2019-12-01 00:00:00,09,112.1
urban,2020-01-01 00:00:00,09,112.3
urban,2020-02-01 00:00:00,09,112.3
urban,2020-03-01 00:00:00,09,112.2
urban,2020-04-01 00:00:00,09,112.2
urban,2020-05-01 00:00:00,09,112.2
urban,2020-06-01 00:00:00,09,112.1
urban,2020-07-01 00:00:00,09,112.1
urban,2020-08-01 00:00:00,09,112.1
urban,2020-09-01 00:00:00,09,112.2
urban,2020-10-01 00:00:00,09,112.4
urban,2020-11-01 00:00:00,09,112.3
urban,2020-12-01 00:00:00,09,112.4
urban,2021-01-01 00:00:00,09,112.4
urban,2021-02-01 00:00:00,09,112.5
urban,2021-03-01 00:00:00,09,112.8
urban,2021-04-01 00:00:00,09,113.0
urban,2021-05-01 00:00:00,09,112.9
urban,2021-06-01 00:00:00,09,113.0
urban,2021-07-01 00:00:00,09,113.0
urban,2021-08-01 00:00:00,09,113.0
urban,2021-09-01 00:00:00,09,113.0
urban,2021-10-01 00:00:00,09,112.6
urban,2021-11-01 00:00:00,09,112.6
urban,2021-12-01 00:00:00,09,112.8
urban,2022-01-01 00:00:00,09,113.7
urban,2022-02-01 00:00:00,09,114.2
urban,2022-03-01 00:00:00,09,114.1
urban,2022-04-01 00:00:00,09,114.6
urban,2022-05-01 00:00:00,09,115.0
urban,2022-06-01 00:00:00,09,115.6
urban,2022-07-01 00:00:00,09,115.9
urban,2022-08-01 00:00:00,09,116.2
urban,2022-09-01 00:00:00,09,116.6
urban,2022-10-01 00:00:00,09,116.5
urban,2022-11-01 00:00:00,09,116.6
urban,2022-12-01 00:00:00,09,115.9
urban,2023-01-01 00:00:00,09,117.0
urban,2023-02-01 00:00:00,09,117.0
urban,2023-03-01 00:00:00,09,116.4
urban,2023-04-01 00:00:00,09,116.8
urban,2023-05-01 00:00:00,09,117.2
urban,2023-06-01 00:00:00,09,117.5
urban,2023-07-01 00:00:00,09,117.2
urban,2023-08-01 00:00:00,09,117.4
urban,2023-09-01 00:00:00,09,117.2
urban,2023-10-01 00:00:00,09,117.3
urban,2023-11-01 00:00:00,09,117.4
urban,2023-12-01 00:00:00,09,117.9
urban,2024-01-01 00:00:00,09,117.9
urban,2024-02-01 00:00:00,09,118.3
urban,2024-03-01 00:00:00,09,118.1
urban,2024-04-01 00:00:00,09,119.2
urban,2024-05-01 00:00:00,09,119.5
urban,2024-06-01 00:00:00,09,119.8
urban,2024-07-01 00:00:00,09,120.0
urban,2024-08-01 00:00:00,09,119.9
urban,2024-09-01 00:00:00,09,119.9
rural,2010-01-01 00:00:00,09,100.1
rural,2010-02-01 00:00:00,09,100.1
rural,2010-03-01 00:00:00,09,100.1
rural,2010-04-01 00:00:00,09,100.1
rural,2010-05-01 00:00:00,09,100.0
rural,2010-06-01 00:00:00,09,99.9
rural,2010-07-01 00:00:00,09,100.1
rural,2010-08-01 00:00:00,09,100.0
rural,2010-09-01 00:00:00,09,100.0
rural,2010-10-01 00:00:00,09,99.9
rural,2010-11-01 00:00:00,09,99.9
rural,2010-12-01 00:00:00,09,99.9
rural,2011-01-01 00:00:00,09,99.9
rural,2011-02-01 00:00:00,09,100.6
rural,2011-03-01 00:00:00,09,100.5
rural,2011-04-01 00:00:00,09,102.0
rural,2011-05-01 00:00:00,09,102.0
rural,2011-06-01 00:00:00,09,102.0
rural,2011-07-01 00:00:00,09,102.9
rural,2011-08-01 00:00:00,09,103.3
rural,2011-09-01 00:00:00,09,103.4
rural,2011-10-01 00:00:00,09,103.2
rural,2011-11-01 00:00:00,09,103.3
rural,2011-12-01 00:00:00,09,103.3
rural,2012-01-01 00:00:00,09,103.4
rural,2012-02-01 00:00:00,09,103.3
rural,2012-03-01 00:00:00,09,103.3
rural,2012-04-01 00:00:00,09,103.3
rural,2012-05-01 00:00:00,09,103.4
rural,2012-06-01 00:00:00,09,103.4
rural,2012-07-01 00:00:00,09,103.5
rural,2012-08-01 00:00:00,09,103.4
rural,2012-09-01 00:00:00,09,103.4
rural,2012-10-01 00:00:00,09,103.4
rural,2012-11-01 00:00:00,09,103.3
rural,2012-12-01 00:00:00,09,103.3
rural,2013-01-01 00:00:00,09,103.5
rural,2013-02-01 00:00:00,09,103.6
rural,2013-03-01 00:00:00,09,103.6
rural,2013-04-01 00:00:00,09,103.6
rural,2013-05-01 00:00:00,09,103.6
rural,2013-06-01 00:00:00,09,103.6
rural,2013-07-01 00:00:00,09,103.7
rural,2013-08-01 00:00:00,09,103.9
rural,2013-09-01 00:00:00,09,103.9
rural,2013-10-01 00:00:00,09,103.9
rural,2013-11-01 00:00:00,09,104.5
rural,2013-12-01 00:00:00,09,105.9
rural,2014-01-01 00:00:00,09,106.0
rural,2014-02-01 00:00:00,09,105.9
rural,2014-03-01 00:00:00,09,106.0
rural,2014-04-01 00:00:00,09,106.0
rural,2014-05-01 00:00:00,09,106.0
rural,2014-06-01 00:00:00,09,106.1
rural,2014-07-01 00:00:00,09,106.1
rural,2014-08-01 00:00:00,09,106.1
rural,2014-09-01 00:00:00,09,106.1
rural,2014-10-01 00:00:00,09,106.1
rural,2014-11-01 00:00:00,09,106.0
rural,2014-12-01 00:00:00,09,106.1
rural,2015-01-01 00:00:00,09,106.2
rural,2015-02-01 00:00:00,09,106.3
rural,2015-03-01 00:00:00,09,106.4
rural,2015-04-01 00:00:00,09,107.0
rural,2015-05-01 00:00:00,09,107.1
rural,2015-06-01 00:00:00,09,107.2
rural,2015-07-01 00:00:00,09,107.5
rural,2015-08-01 00:00:00,09,107.7
rural,2015-09-01 00:00:00,09,107.7
rural,2015-10-01 00:00:00,09,107.7
rural,2015-11-01 00:00:00,09,107.8
rural,2015-12-01 00:00:00,09,107.8
rural,2016-01-01 00:00:00,09,107.8
rural,2016-02-01 00:00:00,09,107.7
rural,2016-03-01 00:00:00,09,107.8
rural,2016-04-01 00:00:00,09,107.9
rural,2016-05-01 00:00:00,09,107.9
rural,2016-06-01 00:00:00,09,108.0
rural,2016-07-01 00:00:00,09,108.0
rural,2016-08-01 00:00:00,09,110.5
rural,2016-09-01 00:00:00,09,110.6
rural,2016-10-01 00:00:00,09,110.6
rural,2016-11-01 00:00:00,09,110.5
rural,2016-12-01 00:00:00,09,110.5
rural,2017-01-01 00:00:00,09,110.5
rural,2017-02-01 00:00:00,09,110.7
rural,2017-03-01 00:00:00,09,110.7
rural,2017-04-01 00:00:00,09,110.7
rural,2017-05-01 00:00:00,09,110.7
rural,2017-06-01 00:00:00,09,110.8
rural,2017-07-01 00:00:00,09,110.9
rural,2017-08-01 00:00:00,09,110.8
rural,2017-09-01 00:00:00,09,110.8
rural,2017-10-01 00:00:00,09,110.9
rural,2017-11-01 00:00:00,09,111.1
rural,2017-12-01 00:00:00,09,111.1
rural,2018-01-01 00:00:00,09,111.1
rural,2018-02-01 00:00:00,09,111.4
rural,2018-03-01 00:00:00,09,111.3
rural,2018-04-01 00:00:00,09,111.3
rural,2018-05-01 00:00:00,09,111.3
rural,2018-06-01 00:00:00,09,108.4
rural,2018-07-01 00:00:00,09,108.3
rural,2018-08-01 00:00:00,09,108.5
rural,2018-09-01 00:00:00,09,110.9
rural,2018-10-01 00:00:00,09,111.0
rural,2018-11-01 00:00:00,09,110.9
rural,2018-12-01 00:00:00,09,111.0
rural,2019-01-01 00:00:00,09,111.0
rural,2019-02-01 00:00:00,09,111.2
rural,2019-03-01 00:00:00,09,111.2
rural,2019-04-01 00:00:00,09,111.3
rural,2019-05-01 00:00:00,09,111.3
rural,2019-06-01 00:00:00,09,111.3
rural,2019-07-01 00:00:00,09,111.2
rural,2019-08-01 00:00:00,09,111.0
rural,2019-09-01 00:00:00,09,112.2
rural,2019-10-01 00:00:00,09,112.1
rural,2019-11-01 00:00:00,09,112.2
rural,2019-12-01 00:00:00,09,112.3
rural,2020-01-01 00:00:00,09,112.3
rural,2020-02-01 00:00:00,09,112.5
rural,2020-03-01 00:00:00,09,112.5
rural,2020-04-01 00:00:00,09,112.5
rural,2020-05-01 00:00:00,09,112.6
rural,2020-06-01 00:00:00,09,112.7
rural,2020-07-01 00:00:00,09,112.8
rural,2020-08-01 00:00:00,09,112.1
rural,2020-09-01 00:00:00,09,112.1
rural,2020-10-01 00:00:00,09,112.1
rural,2020-11-01 00:00:00,09,112.2
rural,2020-12-01 00:00:00,09,112.1
rural,2021-01-01 00:00:00,09,112.2
rural,2021-02-01 00:00:00,09,112.4
rural,2021-03-01 00:00:00,09,112.8
rural,2021-04-01 00:00:00,09,113.0
rural,2021-05-01 00:00:00,09,112.9
rural,2021-06-01 00:00:00,09,112.9
rural,2021-07-01 00:00:00,09,112.9
rural,2021-08-01 00:00:00,09,112.9
rural,2021-09-01 00:00:00,09,112.9
rural,2021-10-01 00:00:00,09,112.2
rural,2021-11-01 00:00:00,09,112.2
rural,2021-12-01 00:00:00,09,113.0
rural,2022-01-01 00:00:00,09,113.7
rural,2022-02-01 00:00:00,09,114.5
rural,2022-03-01 00:00:00,09,114.0
rural,2022-04-01 00:00:00,09,114.1
rural,2022-05-01 00:00:00,09,114.2
rural,2022-06-01 00:00:00,09,114.5
rural,2022-07-01 00:00:00,09,114.7
rural,2022-08-01 00:00:00,09,114.8
rural,2022-09-01 00:00:00,09,115.1
rural,2022-10-01 00:00:00,09,114.9
rural,2022-11-01 00:00:00,09,115.9
rural,2022-12-01 00:00:00,09,113.1
rural,2023-01-01 00:00:00,09,115.5
rural,2023-02-01 00:00:00,09,114.7
rural,2023-03-01 00:00:00,09,114.9
rural,2023-04-01 00:00:00,09,115.5
rural,2023-05-01 00:00:00,09,116.1
rural,2023-06-01 00:00:00,09,116.3
rural,2023-07-01 00:00:00,09,115.9
rural,2023-08-01 00:00:00,09,116.0
rural,2023-09-01 00:00:00,09,115.8
rural,2023-10-01 00:00:00,09,115.6
rural,2023-11-01 00:00:00,09,115.7
rural,2023-12-01 00:00:00,09,116.3
rural,2024-01-01 00:00:00,09,116.3
rural,2024-02-01 00:00:00,09,116.4
rural,2024-03-01 00:00:00,09,116.6
rural,2024-04-01 00:00:00,09,116.8
rural,2024-05-01 00:00:00,09,117.1
rural,2024-06-01 00:00:00,09,117.2
rural,2024-07-01 00:00:00,09,117.3
rural,2024-08-01 00:00:00,09,117.3
rural,2024-09-01 00:00:00,09,117.1
urban,2010-01-01 00:00:00,10,99.5
urban,2010-02-01 00:00:00,10,99.6
urban,2010-03-01 00:00:00,10,99.8
urban,2010-04-01 00:00:00,10,99.9
urban,2010-05-01 00:00:00,10,99.9
urban,2010-06-01 00:00:00,10,99.9
urban,2010-07-01 00:00:00,10,100.1
urban,2010-08-01 00:00:00,10,100.2
urban,2010-09-01 00:00:00,10,100.2
urban,2010-10-01 00:00:00,10,100.2
urban,2010-11-01 00:00:00,10,100.2
urban,2010-12-01 00:00:00,10,100.4
urban,2011-01-01 00:00:00,10,101.0
urban,2011-02-01 00:00:00,10,101.7
urban,2011-03-01 00:00:00,10,102.0
urban,2011-04-01 00:00:00,10,102.2
urban,2011-05-01 00:00:00,10,102.2
urban,2011-06-01 00:00:00,10,102.3
urban,2011-07-01 00:00:00,10,102.3
urban,2011-08-01 00:00:00,10,102.4
urban,2011-09-01 00:00:00,10,102.6
urban,2011-10-01 00:00:00,10,102.6
urban,2011-11-01 00:00:00,10,103.3
urban,2011-12-01 00:00:00,10,103.4
urban,2012-01-01 00:00:00,10,104.3
urban,2012-02-01 00:00:00,10,104.7
urban,2012-03-01 00:00:00,10,104.8
urban,2012-04-01 00:00:00,10,105.0
urban,2012-05-01 00:00:00,10,105.1
urban,2012-06-01 00:00:00,10,104.9
urban,2012-07-01 00:00:00,10,104.9
urban,2012-08-01 00:00:00,10,104.9
urban,2012-09-01 00:00:00,10,104.9
urban,2012-10-01 00:00:00,10,105.0
urban,2012-11-01 00:00:00,10,105.0
urban,2012-12-01 00:00:00,10,105.1
urban,2013-01-01 00:00:00,10,106.1
urban,2013-02-01 00:00:00,10,107.0
urban,2013-03-01 00:00:00,10,107.2
urban,2013-04-01 00:00:00,10,107.2
urban,2013-05-01 00:00:00,10,107.5
urban,2013-06-01 00:00:00,10,107.5
urban,2013-07-01 00:00:00,10,107.6
urban,2013-08-01 00:00:00,10,107.6
urban,2013-09-01 00:00:00,10,107.6
urban,2013-10-01 00:00:00,10,107.7
urban,2013-11-01 00:00:00,10,108.0
urban,2013-12-01 00:00:00,10,108.1
urban,2014-01-01 00:00:00,10,109.1
urban,2014-02-01 00:00:00,10,109.6
urban,2014-03-01 00:00:00,10,109.7
urban,2014-04-01 00:00:00,10,109.8
urban,2014-05-01 00:00:00,10,109.9
urban,2014-06-01 00:00:00,10,109.9
urban,2014-07-01 00:00:00,10,110.2
urban,2014-08-01 00:00:00,10,110.3
urban,2014-09-01 00:00:00,10,110.4
urban,2014-10-01 00:00:00,10,110.4
urban,2014-11-01 00:00:00,10,110.4
urban,2014-12-01 00:00:00,10,110.6
urban,1900-01-03 14:24:00,10,6.6
urban,1900-01-03 12:00:00,10,6.6
urban,1900-01-03 02:24:00,10,5.4
urban,1900-01-02 19:12:00,10,5.1
urban,1900-01-02 12:00:00,10,4.7
urban,1900-01-02 12:00:00,10,4.4
urban,1900-01-02 09:36:00,10,4.6
urban,1900-01-02 00:00:00,10,4.3
urban,1900-01-01 21:36:00,10,3.7
urban,,10,
urban,1900-01-01 19:12:00,10,3.2
urban,1900-01-01 19:12:00,10,2.9
urban,1900-01-01 21:36:00,10,3.5
urban,1900-01-01 21:36:00,10,3.3
urban,1900-01-01 21:36:00,10,3.3
urban,1900-01-01 21:36:00,10,3.4
urban,1900-01-01 21:36:00,10,3.2
urban,,10,
urban,,10,
urban,,10,
urban,2016-09-01 00:00:00,10,115.4
urban,2016-10-01 00:00:00,10,115.4
urban,2016-11-01 00:00:00,10,115.5
urban,2016-12-01 00:00:00,10,115.5
urban,2017-01-01 00:00:00,10,116.7
urban,2017-02-01 00:00:00,10,116.9
urban,2017-03-01 00:00:00,10,117.1
urban,2017-04-01 00:00:00,10,117.1
urban,2017-05-01 00:00:00,10,117.2
urban,2017-06-01 00:00:00,10,117.2
urban,2017-07-01 00:00:00,10,117.2
urban,2017-08-01 00:00:00,10,117.2
urban,2017-09-01 00:00:00,10,117.3
urban,2017-10-01 00:00:00,10,117.3
urban,2017-11-01 00:00:00,10,117.3
urban,2017-12-01 00:00:00,10,117.5
urban,2018-01-01 00:00:00,10,118.3
urban,2018-02-01 00:00:00,10,118.3
urban,2018-03-01 00:00:00,10,118.5
urban,2018-04-01 00:00:00,10,118.6
urban,2018-05-01 00:00:00,10,118.7
urban,2018-06-01 00:00:00,10,118.5
urban,2018-07-01 00:00:00,10,118.6
urban,2018-08-01 00:00:00,10,118.7
urban,2018-09-01 00:00:00,10,118.7
urban,2018-10-01 00:00:00,10,118.7
urban,2018-11-01 00:00:00,10,119.0
urban,2018-12-01 00:00:00,10,118.9
urban,2019-01-01 00:00:00,10,119.5
urban,2019-02-01 00:00:00,10,120.0
urban,2019-03-01 00:00:00,10,120.1
urban,2019-04-01 00:00:00,10,120.1
urban,2019-05-01 00:00:00,10,120.1
urban,2019-06-01 00:00:00,10,120.2
urban,2019-07-01 00:00:00,10,120.2
urban,2019-08-01 00:00:00,10,120.4
urban,2019-09-01 00:00:00,10,121.0
urban,2019-10-01 00:00:00,10,121.1
urban,2019-11-01 00:00:00,10,121.1
urban,2019-12-01 00:00:00,10,121.1
urban,2020-01-01 00:00:00,10,121.5
urban,2020-02-01 00:00:00,10,121.7
urban,2020-03-01 00:00:00,10,121.7
urban,2020-04-01 00:00:00,10,121.6
urban,2020-05-01 00:00:00,10,121.5
urban,2020-06-01 00:00:00,10,121.3
urban,2020-07-01 00:00:00,10,121.8
urban,2020-08-01 00:00:00,10,121.8
urban,2020-09-01 00:00:00,10,121.8
urban,2020-10-01 00:00:00,10,121.8
urban,2020-11-01 00:00:00,10,121.8
urban,2020-12-01 00:00:00,10,121.8
urban,2021-01-01 00:00:00,10,121.8
urban,2021-02-01 00:00:00,10,121.8
urban,2021-03-01 00:00:00,10,121.7
urban,2021-04-01 00:00:00,10,121.9
urban,2021-05-01 00:00:00,10,121.9
urban,2021-06-01 00:00:00,10,121.9
urban,2021-07-01 00:00:00,10,121.9
urban,2021-08-01 00:00:00,10,121.8
urban,2021-09-01 00:00:00,10,121.8
urban,2021-10-01 00:00:00,10,121.8
urban,2021-11-01 00:00:00,10,122.0
urban,2021-12-01 00:00:00,10,122.0
urban,2022-01-01 00:00:00,10,122.7
urban,2022-02-01 00:00:00,10,122.8
urban,2022-03-01 00:00:00,10,122.9
urban,2022-04-01 00:00:00,10,123.2
urban,2022-05-01 00:00:00,10,123.2
urban,2022-06-01 00:00:00,10,123.3
urban,2022-07-01 00:00:00,10,123.4
urban,2022-08-01 00:00:00,10,123.4
urban,2022-09-01 00:00:00,10,123.5
urban,2022-10-01 00:00:00,10,123.6
urban,2022-11-01 00:00:00,10,123.8
urban,2022-12-01 00:00:00,10,123.8
urban,2023-01-01 00:00:00,10,124.3
urban,2023-02-01 00:00:00,10,124.3
urban,2023-03-01 00:00:00,10,125.0
urban,2023-04-01 00:00:00,10,125.2
urban,2023-05-01 00:00:00,10,125.5
urban,2023-06-01 00:00:00,10,125.7
urban,2023-07-01 00:00:00,10,125.8
urban,2023-08-01 00:00:00,10,126.1
urban,2023-09-01 00:00:00,10,126.1
urban,2023-10-01 00:00:00,10,126.3
urban,2023-11-01 00:00:00,10,126.3
urban,2023-12-01 00:00:00,10,126.3
urban,2024-01-01 00:00:00,10,126.5
urban,2024-02-01 00:00:00,10,126.8
urban,2024-03-01 00:00:00,10,127.0
urban,2024-04-01 00:00:00,10,127.2
urban,2024-05-01 00:00:00,10,127.6
urban,2024-06-01 00:00:00,10,127.9
urban,2024-07-01 00:00:00,10,128.2
urban,2024-08-01 00:00:00,10,128.2
urban,2024-09-01 00:00:00,10,128.2
rural,2010-01-01 00:00:00,10,99.6
rural,2010-02-01 00:00:00,10,99.6
rural,2010-03-01 00:00:00,10,99.6
rural,2010-04-01 00:00:00,10,99.9
rural,2010-05-01 00:00:00,10,99.9
rural,2010-06-01 00:00:00,10,99.9
rural,2010-07-01 00:00:00,10,100.2
rural,2010-08-01 00:00:00,10,100.2
rural,2010-09-01 00:00:00,10,100.2
rural,2010-10-01 00:00:00,10,100.2
rural,2010-11-01 00:00:00,10,100.2
rural,2010-12-01 00:00:00,10,100.3
rural,2011-01-01 00:00:00,10,101.0
rural,2011-02-01 00:00:00,10,101.3
rural,2011-03-01 00:00:00,10,101.3
rural,2011-04-01 00:00:00,10,101.6
rural,2011-05-01 00:00:00,10,101.6
rural,2011-06-01 00:00:00,10,101.6
rural,2011-07-01 00:00:00,10,101.6
rural,2011-08-01 00:00:00,10,101.7
rural,2011-09-01 00:00:00,10,101.7
rural,2011-10-01 00:00:00,10,101.8
rural,2011-11-01 00:00:00,10,102.0
rural,2011-12-01 00:00:00,10,102.0
rural,2012-01-01 00:00:00,10,102.7
rural,2012-02-01 00:00:00,10,103.3
rural,2012-03-01 00:00:00,10,103.4
rural,2012-04-01 00:00:00,10,103.5
rural,2012-05-01 00:00:00,10,103.5
rural,2012-06-01 00:00:00,10,103.5
rural,2012-07-01 00:00:00,10,103.6
rural,2012-08-01 00:00:00,10,103.7
rural,2012-09-01 00:00:00,10,103.8
rural,2012-10-01 00:00:00,10,104.0
rural,2012-11-01 00:00:00,10,103.9
rural,2012-12-01 00:00:00,10,104.3
rural,2013-01-01 00:00:00,10,105.1
rural,2013-02-01 00:00:00,10,105.3
rural,2013-03-01 00:00:00,10,105.4
rural,2013-04-01 00:00:00,10,105.6
rural,2013-05-01 00:00:00,10,105.7
rural,2013-06-01 00:00:00,10,105.8
rural,2013-07-01 00:00:00,10,106.2
rural,2013-08-01 00:00:00,10,106.3
rural,2013-09-01 00:00:00,10,106.3
rural,2013-10-01 00:00:00,10,106.5
rural,2013-11-01 00:00:00,10,106.6
rural,2013-12-01 00:00:00,10,106.7
rural,2014-01-01 00:00:00,10,107.2
rural,2014-02-01 00:00:00,10,107.3
rural,2014-03-01 00:00:00,10,107.8
rural,2014-04-01 00:00:00,10,107.9
rural,2014-05-01 00:00:00,10,108.0
rural,2014-06-01 00:00:00,10,108.0
rural,2014-07-01 00:00:00,10,108.1
rural,2014-08-01 00:00:00,10,108.3
rural,2014-09-01 00:00:00,10,108.3
rural,2014-10-01 00:00:00,10,108.3
rural,2014-11-01 00:00:00,10,108.8
rural,2014-12-01 00:00:00,10,108.8
rural,2015-01-01 00:00:00,10,109.4
rural,2015-02-01 00:00:00,10,109.7
rural,2015-03-01 00:00:00,10,109.8
rural,2015-04-01 00:00:00,10,110.0
rural,2015-05-01 00:00:00,10,109.9
rural,2015-06-01 00:00:00,10,109.9
rural,2015-07-01 00:00:00,10,110.1
rural,2015-08-01 00:00:00,10,110.2
