STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DOMAIN,Working domain,SEX,Sex,WORK_STATUS,Working status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2020,,2849473,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2019,,2736218,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2018,,2637269,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2017,,2667572,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2016,,2601638,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2015,,2702664,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2014,,2667440,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2013,,2640095,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2012,,2748908,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2011,,2755178,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2010,,2620277,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2009,,2641967,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,MYS,Malaysia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2010,,134620,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,AQUA,Aquaculture,_T,Total,_T,Total,2008,,2759417,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2008,,2240067,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,MYS,Malaysia,A,Annual,EMP,Employment,PS,Persons,AQUA,Aquaculture,_T,Total,_T,Total,2008,,30634,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,PROC,Processing,_T,Total,_T,Total,2008,,61064,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,MYS,Malaysia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2008,,109771,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,INLAND,Inland waters fishing,_T,Total,_T,Total,2008,,496499,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,MYS,Malaysia,A,Annual,EMP,Employment,PS,Persons,INLAND,Inland waters fishing,_T,Total,_T,Total,2008,,4998,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,FISH,Fishing sector,_T,Total,_T,Total,2008,,2736566,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2001,,2562945,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2000,,2486456,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2020,,2359064,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2019,,2088959,,A,Normal value,,,0,Units,0,Zero,,
DATAFLOW,OECD.TAD.ARP:DSD_FISH_EMP@DF_FISH_EMPL(1.0),"Employment in fisheries, aquaculture and processing",I,IDN,Indonesia,A,Annual,EMP,Employment,PS,Persons,MARINE_NEI,"Marine fishing, nei",_T,Total,_T,Total,2018,,2292024,,A,Normal value,,,0,Units,0,Zero,,
